['Co.evolution', 'Effectiveness']	0.6594245463789294	[0.6932162325863114, 0.7156448202959831, 0.6247728649303453, 0.7023016353725016, 0.681013868962219, 0.5997181113460184, 0.6562835660580021, 0.6648185483870968, 0.6461538461538462, 0.6103219696969697]
['Co.evolution', 'Sensitivity']	0.655938669659654	[0.7276923076923077, 0.6026293469041561, 0.6096938775510204, 0.49788583509513745, 0.7174408014571949, 0.662405303030303, 0.6165384615384615, 0.689922480620155, 0.7981340118744699, 0.6370442708333334]
['Co.evolution', 'MSF']	0.6330416235259431	[0.6903409090909091, 0.5804988662131519, 0.7145886344359627, 0.7682926829268293, 0.7467718794835007, 0.4618320610687023, 0.460183227625088, 0.63718820861678, 0.5623864324651726, 0.7083333333333334]
['Co.evolution', 'DFI']	0.6483523103076623	[0.6926923076923077, 0.6212121212121212, 0.5269533615990308, 0.6705729166666667, 0.7529950669485553, 0.7265293761356754, 0.5943877551020409, 0.52184637068358, 0.6767578125, 0.6995760145366445]
['Co.evolution', 'Stiffness']	0.6278747146529843	[0.6363378684807256, 0.5914713541666666, 0.6344359626802375, 0.6544518473652332, 0.6779233870967742, 0.47744890768146586, 0.691296030607365, 0.6455250176180409, 0.6145833333333333, 0.6552734375]
['Conservation', 'Entropy']	0.6398412703575869	[0.6796448087431695, 0.5865885416666666, 0.6225614927905005, 0.6530612244897959, 0.7007999999999999, 0.7221425155428025, 0.605, 0.5907692307692308, 0.6053333333333333, 0.6325115562403697]
['Conservation', 'RASA']	0.6407685453010402	[0.6634954193093727, 0.6454081632653061, 0.6397058823529412, 0.7086513994910941, 0.5930769230769231, 0.69140625, 0.6240234375, 0.5710186513629842, 0.5745464852607709, 0.6963528413910094]
['Conservation', 'energy']	0.6688457658135527	[0.6634615384615383, 0.5391120507399577, 0.7411385606874328, 0.7649753347427766, 0.5299479166666666, 0.6484615384615384, 0.6507161458333334, 0.6699810606060606, 0.6533203125, 0.8273431994362227]
['Conservation', 'Betweenness']	0.7458680742081014	[0.8956653225806452, 0.6608, 0.7014418999151822, 0.8488, 0.7794784580498866, 0.6856450635978195, 0.7492439516129032, 0.6959126145172656, 0.7580492424242424, 0.6836441893830703]
['Conservation', 'Closeness']	0.7590438098400933	[0.7071471835251362, 0.7287414965986394, 0.7122395833333334, 0.6704925872788139, 0.6881606765327695, 0.8484848484848485, 0.8030045351473922, 0.8264973958333333, 0.7807999999999999, 0.8248697916666666]
['Conservation', 'Degree']	0.9720471313665321	[0.931556632344034, 0.8829333333333332, 0.9911538461538462, 0.9990234375, 0.9971811134601832, 0.9917800453514739, 0.9860690490611751, 0.9459635416666667, 0.9962197580645161, 0.9985905567300917]
['Conservation', 'Eigenvector']	0.7097321842872371	[0.7304439746300211, 0.6909795630725863, 0.6324876673713884, 0.7448000000000001, 0.7171331636980492, 0.626984126984127, 0.686598812553011, 0.625, 0.8290924512298559, 0.8138020833333333]
['Conservation', 'Clustering.coefficient']	0.7723043742788649	[0.8001211387038158, 0.7093023255813953, 0.9344790547798066, 0.7157333333333332, 0.6936848958333334, 0.7292549969715323, 0.732421875, 0.7953629032258065, 0.8001302083333334, 0.8125530110262935]
['Conservation', 'Effectiveness']	0.6720210878129944	[0.7508503401360543, 0.7238037552998182, 0.5008503401360545, 0.7673076923076922, 0.7086588541666667, 0.5373502466525722, 0.6901927437641723, 0.7684478371501272, 0.5890369473046638, 0.6837121212121212]
['Conservation', 'Sensitivity']	0.6841617448550797	[0.7277462121212122, 0.7273112807463953, 0.6323696145124716, 0.6998697916666667, 0.6791044776119403, 0.7123076923076923, 0.66921768707483, 0.5833333333333333, 0.6968503937007874, 0.7135069654754694]
['Conservation', 'MSF']	0.6599080798867192	[0.7116477272727273, 0.5711451247165532, 0.6469230769230769, 0.577831617201696, 0.7476923076923077, 0.7184000000000001, 0.6842403628117915, 0.6883706844336764, 0.6302083333333333, 0.6226215644820297]
['Conservation', 'DFI']	0.6634945289762786	[0.5498991935483871, 0.6725260416666666, 0.6771673387096774, 0.6983366935483872, 0.5830078125, 0.7006802721088435, 0.6669501133786847, 0.6127554615926709, 0.7473958333333333, 0.7262265293761356]
['Conservation', 'Stiffness']	0.5790914062406929	[0.6078629032258065, 0.513570822731128, 0.5073076923076923, 0.5682062298603652, 0.6923890063424948, 0.6861979166666666, 0.4715860899067006, 0.5081042988019733, 0.6992307692307692, 0.5364583333333333]
['Entropy', 'RASA']	0.655834345819067	[0.7167090754877015, 0.6547379032258064, 0.5879536290322581, 0.6031149301825993, 0.6045333333333334, 0.7320075757575757, 0.7374911909795632, 0.6339962121212122, 0.6687808315715293, 0.6190187764990914]
['Entropy', 'energy']	0.6431492346503569	[0.649400986610289, 0.5790816326530611, 0.6377840909090909, 0.6918934240362812, 0.6584317937701397, 0.6525722339675828, 0.6164965986394558, 0.6427546628407461, 0.5561538461538462, 0.7469230769230769]
['Entropy', 'Betweenness']	0.717601438443577	[0.5992838541666667, 0.7315521628498728, 0.8566058002148227, 0.68675274988044, 0.840542832909245, 0.6520947176684881, 0.701171875, 0.7151692708333333, 0.6144760751059963, 0.7783650458069062]
['Entropy', 'Closeness']	0.6413761636379175	[0.515, 0.6943359375, 0.6873582766439911, 0.5393145161290323, 0.7365233192004845, 0.6379781420765027, 0.7071995464852607, 0.6028645833333334, 0.7378666666666666, 0.5553206483439042]
['Entropy', 'Degree']	0.9481396254209601	[0.9560657596371883, 0.9353233830845772, 0.9736328124999999, 0.9569128787878787, 0.9780745967741935, 0.8277333333333334, 0.985553206483439, 0.9850260416666666, 0.9703138252756573, 0.9127604166666666]
['Entropy', 'Eigenvector']	0.6583999051917007	[0.7446153846153846, 0.64715860899067, 0.5485026041666667, 0.6395348837209303, 0.7884114583333334, 0.6425736961451247, 0.7182459677419355, 0.6363636363636365, 0.6257928118393234, 0.5928]
['Entropy', 'Clustering.coefficient']	0.7383283907664788	[0.7258652094717668, 0.7446153846153847, 0.7916666666666666, 0.8298097251585624, 0.6197916666666666, 0.8117439516129032, 0.8328, 0.7001817080557238, 0.7677333333333334, 0.5590762620837808]
['Entropy', 'Effectiveness']	0.6535060091176409	[0.6211387038158692, 0.5405333333333333, 0.576923076923077, 0.7774621212121213, 0.6104, 0.6276901004304161, 0.7245333333333334, 0.6962666666666667, 0.6945031712473573, 0.6656095842142353]
['Entropy', 'Sensitivity']	0.6182235553984472	[0.6823579304495335, 0.5507692307692308, 0.7884615384615384, 0.4330666666666667, 0.6076108870967742, 0.6816, 0.7020975056689343, 0.5434615384615384, 0.6597333333333333, 0.533076923076923]
['Entropy', 'MSF']	0.627042019898169	[0.6730666666666667, 0.625925925925926, 0.5810008481764207, 0.5597800095648016, 0.5209750566893424, 0.6659836065573771, 0.7917547568710359, 0.5007692307692307, 0.7048891129032259, 0.646274984857662]
['Entropy', 'DFI']	0.6451877046463321	[0.6030534351145038, 0.7044215626892794, 0.6553603876438522, 0.7413671599718112, 0.6397392290249433, 0.6559244791666666, 0.804726368159204, 0.5119802677942212, 0.6405895691609977, 0.49471458773784355]
['Entropy', 'Stiffness']	0.6473395281976734	[0.6684615384615386, 0.6740362811791384, 0.6318027210884353, 0.6626984126984127, 0.6090494791666667, 0.6762568140520896, 0.6254734848484849, 0.6265899454875833, 0.6581849024597117, 0.6408417025346724]
['RASA', 'energy']	0.6509898245793779	[0.704369274136716, 0.762962962962963, 0.6715384615384615, 0.662931556632344, 0.5098039215686274, 0.5848, 0.568443367655966, 0.7481060606060606, 0.6183712121212122, 0.6785714285714286]
['RASA', 'Betweenness']	0.6363074501454004	[0.6776929601357082, 0.3969465648854962, 0.6826666666666666, 0.5616631430584919, 0.7233560090702947, 0.4419230769230769, 0.8637189582071472, 0.7642666666666666, 0.6481481481481481, 0.6026923076923076]
['RASA', 'Closeness']	0.6595625400609115	[0.6454081632653061, 0.679588128407026, 0.669296987087518, 0.5926923076923076, 0.616596002422774, 0.7249053030303031, 0.6946614583333334, 0.6549479166666667, 0.7008456659619451, 0.6166834677419355]
['RASA', 'Degree']	0.968117963955895	[0.9576502732240437, 0.9761538461538461, 0.9753846153846154, 0.9704016913319239, 0.9626923076923077, 0.9739583333333333, 0.9611742424242423, 0.9879557291666667, 0.9551786795881284, 0.9606299212598426]
['RASA', 'Eigenvector']	0.6202372159644972	[0.4236641221374046, 0.688076923076923, 0.591733870967742, 0.6265899454875833, 0.662931556632344, 0.6632653061224489, 0.6397333333333333, 0.6725260416666666, 0.6429177268871925, 0.5909333333333333]
['RASA', 'Clustering.coefficient']	0.7241016959155067	[0.6842307692307692, 0.7763605442176871, 0.6874469889737065, 0.5937500000000001, 0.6936, 0.8340399757722593, 0.8067910090865614, 0.7738461538461539, 0.66156462585034, 0.7293868921775899]
['RASA', 'Effectiveness']	0.6650910356559783	[0.6747243426632741, 0.705078125, 0.5739957716701902, 0.6113460183227626, 0.743488794669897, 0.7770182291666666, 0.6321353065539113, 0.5506666666666666, 0.691687871077184, 0.6907692307692308]
['RASA', 'Sensitivity']	0.6911116664882093	[0.7276077097505669, 0.6637037037037037, 0.7455954897815363, 0.5796903460837888, 0.6962649753347429, 0.6618480725623583, 0.6938461538461538, 0.7338709677419355, 0.7717661691542289, 0.6369230769230768]
['RASA', 'MSF']	0.6480974270016617	[0.5961945031712473, 0.6726190476190477, 0.6223076923076923, 0.5623582766439909, 0.6610666666666667, 0.7141126589945488, 0.642640823743186, 0.7171223958333333, 0.6705426356589147, 0.6220095693779905]
['RASA', 'DFI']	0.6420560891011842	[0.7073039742212675, 0.6518235793044953, 0.5673009161381255, 0.5433403805496829, 0.7278911564625851, 0.7340494791666667, 0.5842666666666667, 0.6500946969696969, 0.7044476327116213, 0.5500424088210347]
['RASA', 'Stiffness']	0.6401984467268769	[0.6123833757421544, 0.5943877551020409, 0.6416454622561493, 0.6968, 0.6720169594185342, 0.4923481587757054, 0.7066326530612245, 0.6011904761904762, 0.6541950113378685, 0.7303846153846154]
['energy', 'Betweenness']	0.8169117219879964	[0.8480113636363636, 0.8259337561663143, 0.870032223415682, 0.8117913832199546, 0.8388671875, 0.7975260416666666, 0.8137600806451613, 0.821000704721635, 0.6829637096774193, 0.8592307692307691]
['energy', 'Closeness']	0.6383629508703972	[0.5819160997732427, 0.7258632840028189, 0.49773242630385484, 0.5718816067653276, 0.6465821000704722, 0.6251060220525869, 0.7490234375, 0.5392, 0.7328891580860085, 0.7134353741496597]
['energy', 'Degree']	0.9528630452254069	[0.9584393553859203, 0.96225614927905, 0.966796875, 0.9792107117688513, 0.9412477286493035, 0.9573333333333334, 0.9538407329105004, 0.9514586322333812, 0.9300423985463355, 0.9280045351473923]
['energy', 'Eigenvector']	0.7003166199800972	[0.7769296013570823, 0.7379134860050891, 0.6958616780045352, 0.6601562500000001, 0.7256235827664399, 0.6906272022551092, 0.7292307692307693, 0.6680988184747583, 0.6842847075405215, 0.6344401041666667]
['energy', 'Clustering.coefficient']	0.68974038387014	[0.6369047619047619, 0.7783203125, 0.8001211387038158, 0.5841913991520291, 0.5828047921071177, 0.7419230769230769, 0.7716733870967742, 0.6721798134011874, 0.6634666666666666, 0.6658184902459712]
['energy', 'Effectiveness']	0.7063298227607764	[0.6590136054421769, 0.8011067708333333, 0.8, 0.6266276041666666, 0.6649048625792813, 0.6910807291666667, 0.6475409836065574, 0.6591530054644809, 0.7137404580152673, 0.8001302083333334]
['energy', 'Sensitivity']	0.6870444392326812	[0.6516927083333334, 0.6382113821138211, 0.7572233967582804, 0.6623076923076923, 0.7347062386432465, 0.7123076923076923, 0.7467447916666666, 0.703125, 0.6470588235294118, 0.6170666666666667]
['energy', 'MSF']	0.6643318953633539	[0.554421768707483, 0.6827116935483871, 0.6906762705082033, 0.7069333333333333, 0.7406462585034013, 0.6142987249544627, 0.6589147286821706, 0.6360112755461592, 0.5792307692307692, 0.7794741306191688]
['energy', 'DFI']	0.681414189833333	[0.6873076923076923, 0.6174242424242424, 0.7274379164142943, 0.7304439746300211, 0.6910569105691058, 0.7182765151515152, 0.6658163265306123, 0.5956439393939394, 0.7052586938083121, 0.6754756871035941]
['energy', 'Stiffness']	0.6920321968200358	[0.614778921865536, 0.5559895833333334, 0.8576923076923078, 0.5802666666666667, 0.6369495166487648, 0.8474277660324173, 0.617078410311493, 0.69140625, 0.74, 0.7787325456498388]
['Betweenness', 'Closeness']	0.6853783530962672	[0.6529245947850599, 0.5088, 0.7170666666666667, 0.7540279269602578, 0.6165384615384616, 0.7916666666666666, 0.6772688719253606, 0.6982421875, 0.8706530958439355, 0.5665950590762621]
['Betweenness', 'Degree']	0.9610107233160509	[0.9618666666666666, 0.9842519685039371, 0.967479674796748, 0.9804421768707483, 0.9730725623582767, 0.9443359375, 0.9346153846153846, 0.9736842105263157, 0.9282253179890976, 0.9621333333333334]
['Betweenness', 'Eigenvector']	0.7423446266964211	[0.7896153846153847, 0.5763173834039975, 0.7580645161290323, 0.7339675828047921, 0.8012684989429176, 0.6208597603946442, 0.8062015503875969, 0.7970926711084192, 0.744858919177427, 0.7952000000000001]
['Betweenness', 'Clustering.coefficient']	0.7346405642181735	[0.5853920515574651, 0.7959830866807611, 0.6454918032786885, 0.7376853180296509, 0.7565112053301031, 0.7681465821000705, 0.8336856941508104, 0.6871744791666666, 0.6874559548978153, 0.8488794669897032]
['Betweenness', 'Effectiveness']	0.7701846966225949	[0.7467447916666667, 0.8079427083333334, 0.7250151423379769, 0.7819010416666666, 0.8523076923076923, 0.8118489583333334, 0.7867883995703544, 0.6101310483870968, 0.7757056451612904, 0.8034615384615384]
['Betweenness', 'Sensitivity']	0.7603066954160853	[0.7582804792107118, 0.7973356009070295, 0.7856, 0.91, 0.6941508104298802, 0.7042666666666667, 0.6045866935483871, 0.8317333333333333, 0.9185750636132316, 0.5985383064516129]
['Betweenness', 'MSF']	0.7433267022461268	[0.7663273960983884, 0.799140708915145, 0.7007692307692308, 0.7326637972262076, 0.7777104784978801, 0.7089642640823743, 0.8050130208333334, 0.6789652247667515, 0.7583282858873409, 0.7053846153846154]
['Betweenness', 'DFI']	0.7240953668387377	[0.6592741935483871, 0.8424479166666666, 0.6673713883016208, 0.7493781094527363, 0.5692307692307692, 0.7385482734319945, 0.7655895691609977, 0.7971270161290323, 0.5623864324651726, 0.8896]
['Betweenness', 'Stiffness']	0.8105342449021438	[0.8361678004535147, 0.82421875, 0.870211693548387, 0.8255813953488372, 0.8309659090909091, 0.8905895691609977, 0.7223076923076923, 0.71875, 0.8732545649838883, 0.7132950741272118]
['Closeness', 'Degree']	0.9621556755763223	[0.9488636363636364, 0.9509637188208617, 0.9674479166666666, 0.9780769230769231, 0.9674479166666666, 0.9634623749456285, 0.9644886363636364, 0.9502840909090908, 0.9600000000000001, 0.9705215419501134]
['Closeness', 'Eigenvector']	0.6167944495044604	[0.6903846153846155, 0.5566323440339188, 0.6450635978195033, 0.5309244791666667, 0.5769230769230769, 0.6093333333333334, 0.725554435483871, 0.5208034433285509, 0.6901877649909146, 0.6221374045801527]
['Closeness', 'Clustering.coefficient']	0.7207694017820228	[0.7191043083900226, 0.6487630208333333, 0.7919999999999999, 0.6353383458646618, 0.8743286788399571, 0.7080557238037554, 0.7174066243833684, 0.8415384615384616, 0.6474609375, 0.6236979166666666]
['Closeness', 'Effectiveness']	0.650864705336627	[0.683287795992714, 0.6289640591966174, 0.6321353065539111, 0.7397333333333332, 0.6454622561492791, 0.49100378787878785, 0.6684284707540521, 0.6288936627282492, 0.6490666666666667, 0.741671714112659]
['Closeness', 'Sensitivity']	0.694947993341208	[0.7905745967741935, 0.6214415505754088, 0.7434266327396098, 0.7346938775510204, 0.7083333333333333, 0.7182539682539683, 0.641156462585034, 0.6146153846153846, 0.768424036281179, 0.6085600907029478]
['Closeness', 'MSF']	0.644158040285322	[0.6826171875, 0.73960983884648, 0.6825229034531359, 0.7265625, 0.6472868217054264, 0.7157692307692308, 0.5419847328244275, 0.5904947916666667, 0.5299818291944276, 0.5847505668934241]
['Closeness', 'DFI']	0.6627001264929707	[0.7135069654754693, 0.6819661458333333, 0.6942324003392706, 0.5833333333333333, 0.6892177589852009, 0.6648000000000002, 0.5423177083333334, 0.6965725806451613, 0.6330769230769231, 0.7279774489076815]
['Closeness', 'Stiffness']	0.7279826322452211	[0.7283298097251586, 0.6748699479791918, 0.75, 0.765479219677693, 0.5772259236826167, 0.7534013605442177, 0.6761804087385483, 0.826171875, 0.7347062386432465, 0.7934615384615384]
['Degree', 'Eigenvector']	0.9531135639458853	[0.9508568548387097, 0.9425651867512332, 0.974609375, 0.9318594791035736, 0.9602864583333334, 0.9617346938775511, 0.9586167800453516, 0.9351145038167938, 0.9626923076923077, 0.9528]
['Degree', 'Clustering.coefficient']	0.9559806404616117	[0.9580690627202255, 0.9827343199436223, 0.93359375, 0.9773242630385487, 0.9494245911568746, 0.9709333333333333, 0.9875283446712018, 0.8802083333333334, 0.9407596371882085, 0.9792307692307691]
['Degree', 'Effectiveness']	0.9630271154289867	[0.9606119791666666, 0.978505990133897, 0.9818291944276196, 0.9752604166666667, 0.9365234375, 0.9485333333333333, 0.9579043004239854, 0.9206149193548386, 0.9865384615384615, 0.9839491217443973]
['Degree', 'Sensitivity']	0.9645694709003992	[0.9467935165609584, 0.9340796019900497, 0.9965384615384616, 0.9820075757575758, 0.9336734693877551, 0.9660449545671927, 0.9621441550575409, 0.9833984375, 0.9803846153846154, 0.9606299212598425]
['Degree', 'MSF']	0.9668766356890744	[0.9894278606965174, 0.9815384615384616, 0.9651741293532339, 0.967687074829932, 0.9798752834467119, 0.9438067910090866, 0.9659090909090908, 0.966796875, 0.953798185941043, 0.9547526041666666]
['Degree', 'DFI']	0.9635994391301441	[0.9889737065309584, 0.974609375, 0.9784978800726833, 0.931344696969697, 0.9661333333333334, 0.9850260416666666, 0.9498666666666666, 0.9272388059701493, 0.9700181708055724, 0.9642857142857142]
['Degree', 'Stiffness']	0.9662512818503861	[0.9725158562367864, 0.9591261451726568, 0.9224000000000001, 0.9846153846153846, 0.9799139167862266, 0.9584393553859203, 0.9469333333333334, 0.9821333333333333, 0.9788461538461539, 0.9775893397940643]
['Eigenvector', 'Clustering.coefficient']	0.7478355825746253	[0.826530612244898, 0.7701822916666666, 0.794921875, 0.8020833333333333, 0.7697201017811705, 0.5375529981829195, 0.6810666666666667, 0.8888292158968851, 0.638477801268499, 0.7689909297052154]
['Eigenvector', 'Effectiveness']	0.7074825136415196	[0.6145172656800564, 0.7498238195912614, 0.7258666666666667, 0.5851548269581056, 0.6888000000000001, 0.9529262086513994, 0.7801268498942918, 0.5704721634954193, 0.6921675774134791, 0.714969758064516]
['Eigenvector', 'Sensitivity']	0.7100889176701086	[0.813076923076923, 0.6797052154195011, 0.6325925925925926, 0.6818181818181819, 0.6895820714718353, 0.7071881606765328, 0.7380952380952381, 0.6574803149606299, 0.7608901515151515, 0.7404603270745003]
['Eigenvector', 'MSF']	0.7314004296491138	[0.7108843537414966, 0.7612383375742154, 0.7219387755102041, 0.8146258503401361, 0.8065384615384615, 0.708, 0.7172379032258064, 0.7128922815945716, 0.649000605693519, 0.7116477272727273]
['Eigenvector', 'DFI']	0.725155254529305	[0.6344359626802375, 0.7811791383219955, 0.6965384615384616, 0.8429705215419502, 0.6680799515445185, 0.7810666666666667, 0.5557238037552998, 0.7569974554707379, 0.7738095238095237, 0.7607510599636584]
['Eigenvector', 'Stiffness']	0.6681965149517195	[0.6677771047849788, 0.6726446676231468, 0.5850999394306482, 0.6977589339794064, 0.5960181451612904, 0.577831617201696, 0.7837150127226463, 0.6912637828668362, 0.5920654149000606, 0.817790530846485]
['Clustering.coefficient', 'Effectiveness']	0.7141387587268572	[0.6938461538461539, 0.7582804792107118, 0.7567132116004296, 0.7642276422764228, 0.6723484848484849, 0.5465494791666667, 0.7815362931642001, 0.7037760416666666, 0.7348790322580645, 0.7292307692307692]
['Clustering.coefficient', 'Sensitivity']	0.7912944198095953	[0.8146666666666667, 0.6276505513146735, 0.776801938219261, 0.8993764172335601, 0.8769230769230768, 0.8034615384615386, 0.8704648526077098, 0.6701998788612962, 0.8147681451612904, 0.7586311326468806]
['Clustering.coefficient', 'MSF']	0.6766772990232075	[0.6317333333333334, 0.7336152219873151, 0.74609375, 0.7877044215626892, 0.49473935915829753, 0.7365333333333333, 0.6604308390022675, 0.5673828125, 0.6237399193548387, 0.7848]
['Clustering.coefficient', 'DFI']	0.7047038805070673	[0.7684989429175476, 0.7058823529411764, 0.6633522727272727, 0.7006802721088435, 0.586451247165533, 0.705078125, 0.7840028188865399, 0.5894996476391825, 0.814516129032258, 0.7290769966523194]
['Clustering.coefficient', 'Stiffness']	0.7066186839916921	[0.7205778717406623, 0.7874348958333334, 0.7353770260747005, 0.5313601127554616, 0.7470703125, 0.7154947916666667, 0.6594666666666666, 0.8117439516129032, 0.7463151927437641, 0.6113460183227626]
['Effectiveness', 'Sensitivity']	0.6938813193619974	[0.6835251362810417, 0.6356589147286822, 0.7217741935483872, 0.7871077184054283, 0.569583931133429, 0.7138671875, 0.7834467120181405, 0.6657692307692308, 0.7026044821320412, 0.675475687103594]
['Effectiveness', 'MSF']	0.6548253151804249	[0.6031746031746031, 0.6564625850340136, 0.5669230769230769, 0.6525722339675828, 0.6144760751059963, 0.591923076923077, 0.7627929220468674, 0.6643145161290323, 0.6910807291666666, 0.7445333333333334]
['Effectiveness', 'DFI']	0.6588280028915855	[0.6814663023679417, 0.6950000000000001, 0.6017992424242424, 0.6253785584494246, 0.6219168428470755, 0.6822139303482587, 0.7190755208333333, 0.7128259337561663, 0.6278344671201813, 0.6207692307692307]
['Effectiveness', 'Stiffness']	0.6571400804521608	[0.6559979838709679, 0.576171875, 0.6794354838709677, 0.7248062015503877, 0.6629315566323442, 0.6559244791666667, 0.671599718111346, 0.676862507571169, 0.6159297052154195, 0.6517412935323383]
['Sensitivity', 'MSF']	0.6395727160293336	[0.526077097505669, 0.50390625, 0.7115885416666666, 0.7579281183932347, 0.7018666666666666, 0.671875, 0.569062720225511, 0.6828231292517007, 0.5676923076923077, 0.7029073288915808]
